k_train_datasets,train_set,test_dataset,best_threshold,precision,recall,TP,FP,FN,TN,old_ber,new_ber,ber_reduction
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_4.csv,0.6281382,0.6722689075573759,0.6106870228961017,80,39,51,86,0.023046875,0.016649159663865546,0.006397715336134455
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_3.csv,0.6281382,0.8283582089490422,0.6416184971061178,111,23,62,60,0.019604492187500003,0.01044776119402985,0.009156730993470153
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_2.csv,0.6281382,0.5555555555511463,0.5882352941127039,70,56,49,81,0.03945312499999999,0.03253968253968254,0.00691344246031745
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_7.csv,0.6281382,0.8945147679287152,0.9636363636319836,212,25,8,11,0.0095703125,0.006434599156118143,0.003135713343881858
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_6.csv,0.6281382,0.5968992248015744,0.5499999999960715,77,52,63,64,0.026928710937500003,0.024127906976744183,0.0028008039607558197
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_6.csv,crp_dataset_8_1_5.csv,0.6012704,0.8196721311341038,0.499999999995,50,11,50,145,0.039282226562499994,0.005225409836065575,0.034056816726434416
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_6.csv,crp_dataset_8_1_4.csv,0.6012704,0.9066666666545777,0.5190839694616864,68,7,63,118,0.023046875,0.00375,0.019296875
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_6.csv,crp_dataset_8_1_3.csv,0.6012704,0.922077922065947,0.4104046242750844,71,6,102,77,0.019604492187500003,0.0031655844155844158,0.016438907771915586
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_6.csv,crp_dataset_8_1_2.csv,0.6012704,0.7611940298393851,0.4285714285678271,51,16,68,121,0.03945312499999999,0.011194029850746266,0.028259095149253725
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_6.csv,crp_dataset_8_1_7.csv,0.6012704,0.9424460431586875,0.5954545454518388,131,8,89,28,0.0095703125,0.0023381294964028776,0.007232183003597123
